step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
314,PAYMENT,5912.914761442674,C0000028,68234.66533938002,62321.750577937346,M0000028,45350.39845130123,51263.31321274391,0,0
22,CASH_OUT,44.763703126359125,C0000029,31879.840804406933,31835.077101280574,M0000029,72016.10496520076,72060.86866832712,0,0
253,PAYMENT,1045.1648161034223,C0000030,72527.1203161024,71481.95549999898,M0000030,86765.24545079925,87810.41026690268,0,0
561,CASH_OUT,5844.225074706033,C0000031,25225.205090720203,19380.980016014168,M0000031,77655.93101109458,83500.15608580061,0,0
475,DEBIT,340.7900610121467,C0000032,11233.723204404056,10892.933143391909,M0000032,24166.235692456128,24507.025753468275,0,0
59,TRANSFER,3160.3549498844036,C0000033,54970.822036909485,51810.467087025085,M0000033,32039.925501747868,35200.28045163227,0,0
511,DEBIT,5432.182541817161,C0000034,15111.86758941303,9679.685047595869,M0000034,38027.655404572026,43459.83794638919,0,0
682,PAYMENT,7261.277122472994,C0000035,94048.487869914,86787.210747441,M0000035,20376.62595319999,27637.903075672984,0,0
476,CASH_IN,3023.996028550092,C0000036,44.90281318507705,0.0,M0000036,36123.62365714185,39147.61968569194,0,0
700,DEBIT,4975.101212355619,C0000037,75569.60999665465,70594.50878429903,M0000037,23804.567686031518,28779.668898387135,0,0
190,TRANSFER,3878.0333517563326,C0000038,27947.320395691087,24069.287043934753,M0000038,99572.78554586682,103450.81889762315,0,0
687,PAYMENT,268.61686573717236,C0000039,84608.6861772367,84340.06931149952,M0000039,78325.03403884063,78593.65090457781,0,0
563,DEBIT,6789.597554838266,C0000040,6015.088374037525,0.0,M0000040,86001.70700111066,92791.30455594893,0,0
567,CASH_OUT,945.8965831565529,C0000041,95300.05982995716,94354.1632468006,M0000041,92214.68968506607,93160.58626822263,0,0
244,CASH_IN,161.6115719852825,C0000042,10139.488383301343,9977.87681131606,M0000042,66500.09915983243,66661.71073181771,0,0
505,PAYMENT,2999.813713528036,C0000043,78788.27550354453,75788.46179001649,M0000043,17597.65675885646,20597.4704723845,0,0
131,DEBIT,10036.072786402072,C0000044,51734.22136356044,41698.14857715837,M0000044,75852.60694755426,85888.67973395633,0,0
485,PAYMENT,817.4760746115718,C0000045,43039.4791877585,42222.00311314693,M0000045,1561.1466627185266,2378.6227373300985,0,0
647,CASH_OUT,64.7045381582453,C0000046,28015.57859102716,27950.874052868912,M0000046,11323.04392106589,11387.748459224134,0,0
21,TRANSFER,582.5524296372542,C0000047,84136.95352490652,83554.40109526926,M0000047,2958.445831349776,3540.9982609870303,0,0
167,DEBIT,2260.1043773733377,C0000048,19975.139753295014,17715.035375921678,M0000048,13544.511628112854,15804.616005486192,0,0
274,PAYMENT,4339.549328603691,C0000049,72124.12749928591,67784.57817068222,M0000049,75200.42396411447,79539.97329271816,0,0
388,PAYMENT,1072.2332337165565,C0000050,44579.16510280063,43506.931869084074,M0000050,88548.05685321432,89620.29008693088,0,0
601,PAYMENT,8096.532359973066,C0000051,99849.500714727,91752.96835475393,M0000051,27884.02804618284,35980.560406155906,0,0
316,TRANSFER,6997.85291821277,C0000052,61139.90201697726,54142.049098764495,M0000052,11912.719658509286,18910.572576722057,0,0
14,PAYMENT,5951.395242852742,C0000053,10418.960382376841,4467.565139524099,M0000053,27295.96886564106,33247.364108493806,0,0
242,CASH_IN,3341.9782955045935,C0000054,41952.11891519996,38610.14061969536,M0000054,64711.37524430047,68053.35353980506,0,0
346,CASH_IN,2272.3600004870036,C0000055,6629.898038519577,4357.538038032573,M0000055,35020.30402796081,37292.66402844781,0,0
565,PAYMENT,2354.7133177208375,C0000056,28565.563438911457,26210.85012119062,M0000056,96114.60241328897,98469.3157310098,0,0
340,CASH_IN,3496.53592198708,C0000057,34331.679488110465,30835.143566123385,M0000057,13097.879643642074,16594.415565629155,0,0
92,DEBIT,402.33520906705206,C0000058,85317.66083396028,84915.32562489323,M0000058,99034.25237944137,99436.58758850842,0,0
367,CASH_IN,5733.3246645174195,C0000059,83798.74766075356,78065.42299623614,M0000059,1245.1691447809999,6978.493809298419,0,0
455,PAYMENT,2165.5245415343775,C0000060,1155.72199834012,0.0,M0000060,45169.29657289813,47334.8211144325,0,0
428,CASH_OUT,1272.9052189284614,C0000061,53227.861500509236,51954.95628158077,M0000061,25181.17731806091,26454.082536989372,0,0
509,DEBIT,1630.9162447921678,C0000062,22354.375560328244,20723.459315536078,M0000062,56628.546912501435,58259.463157293605,0,0
35,TRANSFER,994.0494381683919,C0000063,32009.309804555574,31015.26036638718,M0000063,9655.083198107206,10649.132636275597,0,0
206,PAYMENT,11591.950967208317,C0000064,2165.128552553519,0.0,M0000064,87582.28751290291,99174.23848011123,0,0
81,TRANSFER,925.8531559489329,C0000065,74974.5865445313,74048.73338858236,M0000065,13652.640041129704,14578.493197078637,0,0
562,CASH_OUT,10724.750405179115,C0000066,95058.97757524013,84334.22717006101,M0000066,58738.93324394513,69463.68364912424,0,0
388,TRANSFER,4246.004636653269,C0000067,21926.70403138518,17680.69939473191,M0000067,3334.686305454315,7580.690942107583,0,0
2,PAYMENT,10104.012770175661,C0000068,34177.28670478325,24073.273934607587,M0000068,31099.209714040975,41203.22248421663,0,0
390,PAYMENT,3212.8807953457444,C0000069,20643.399472986424,17430.51867764068,M0000069,14972.29022767449,18185.171023020233,0,0
566,CASH_OUT,13130.074133846394,C0000070,93004.86636415285,79874.79223030646,M0000070,97784.66457450337,110914.73870834977,0,0
106,PAYMENT,1188.0556670339722,C0000071,935.5967907426765,0.0,M0000071,1202.1367630408952,2390.1924300748674,0,0
477,CASH_OUT,4044.942731920999,C0000072,58386.22812910351,54341.28539718251,M0000072,35239.5340512961,39284.4767832171,0,0
703,CASH_OUT,672.4517786344414,C0000073,87076.39611221499,86403.94433358056,M0000073,30277.607733625035,30950.059512259475,0,0
402,PAYMENT,2963.97851287638,C0000074,18630.717411534682,15666.738898658303,M0000074,65737.35915817531,68701.33767105169,0,0
730,CASH_IN,4218.730670418504,C0000075,58999.52913620822,54780.79846578972,M0000075,5637.796674704509,9856.527345123013,0,0
556,CASH_OUT,4652.902000176511,C0000076,5064.810486488492,411.9084863119806,M0000076,81061.7771677262,85714.67916790272,0,0
162,PAYMENT,2274.8168902714565,C0000077,81458.51335678094,79183.69646650949,M0000077,46652.37967068156,48927.196560953016,0,0
202,CASH_IN,397.0326121464019,C0000078,27442.912277293817,27045.879665147415,M0000078,45277.25707612952,45674.28968827592,0,0
270,CASH_OUT,5325.782216572143,C0000079,98875.34171952607,93549.55950295393,M0000079,22678.98803820688,28004.770254779025,0,0
271,CASH_IN,3351.3724365884923,C0000080,92200.96204897769,88849.58961238919,M0000080,49004.676730315674,52356.049166904166,0,0
456,DEBIT,736.0011732003193,C0000081,73251.59699327139,72515.59582007107,M0000081,36389.3455335357,37125.34670673602,0,0
462,DEBIT,13734.680465247611,C0000082,49684.26413714917,35949.58367190156,M0000082,24513.643625226887,38248.324090474496,0,0
727,CASH_IN,15580.317260490814,C0000083,76658.91118609019,61078.59392559937,M0000083,16866.69384214603,32447.011102636843,0,0
252,CASH_OUT,9710.805720919816,C0000084,13060.904754276215,3350.0990333563986,M0000084,72833.55678735115,82544.36250827096,0,0
702,PAYMENT,9285.277002204286,C0000085,31019.963961417117,21734.68695921283,M0000085,14204.297334330618,23489.574336534904,0,0
296,TRANSFER,519.4262212970268,C0000086,2689.6388576857057,2170.212636388679,M0000086,16798.199614088717,17317.625835385745,0,0
725,PAYMENT,25118.685938346338,C0000087,64502.464160974014,39383.778222627676,M0000087,57707.13472632921,82825.82066467556,0,0
720,TRANSFER,2557.301457822748,C0000088,80553.76380815145,77996.4623503287,M0000088,22607.75073222374,25165.05219004649,0,0
338,TRANSFER,890.3796065662613,C0000089,94628.55535131677,93738.17574475051,M0000089,45937.645684387266,46828.02529095353,0,0
53,CASH_OUT,8359.272850710577,C0000090,68650.71850502412,60291.445654313546,M0000090,55291.735280644636,63651.008131355215,0,0
217,CASH_IN,1279.1781075663023,C0000091,73209.12402227292,71929.94591470662,M0000091,27442.9756981831,28722.153805749404,0,0
188,PAYMENT,3734.5895026899466,C0000092,89545.57782349511,85810.98832080516,M0000092,34355.425086950076,38090.01458964002,0,0
380,CASH_IN,684.9213932065323,C0000093,93637.80288581262,92952.88149260609,M0000093,21020.68270523454,21705.604098441072,0,0
493,DEBIT,3218.412155832331,C0000094,49129.754986970576,45911.342831138245,M0000094,46042.44891622928,49260.86107206161,0,0
41,CASH_OUT,4083.827844875915,C0000095,10978.738970827428,6894.911125951512,M0000095,99239.99093374034,103323.81877861625,0,0
157,CASH_OUT,2952.266726240666,C0000096,46641.73098721572,43689.46426097505,M0000096,36271.190086828356,39223.456813069024,0,0
15,DEBIT,360.0952183999016,C0000097,55607.386287228976,55247.29106882907,M0000097,65333.03792435392,65693.13314275382,0,0
65,PAYMENT,3317.3499905383965,C0000098,63154.4771395544,59837.12714901601,M0000098,63589.44510193315,66906.79509247156,0,0
521,DEBIT,3164.428120308769,C0000099,98928.45573092735,95764.02761061858,M0000099,78648.1832849141,81812.61140522288,0,0
344,PAYMENT,1516.4852864505276,C0000100,91756.32152907706,90239.83624262654,M0000100,71191.84372504322,72708.32901149374,0,0
129,TRANSFER,12729.75877813884,C0000101,39636.42027457285,26906.661496434008,M0000101,1177.9733972017036,13907.732175340543,0,0
648,CASH_OUT,2704.6403911248253,C0000102,11345.368627070984,8640.728235946159,M0000102,30921.709250367236,33626.34964149206,0,0
472,PAYMENT,9979.76099274858,C0000103,21479.159822267102,11499.398829518523,M0000103,87023.34778779205,97003.10878054063,0,0
63,CASH_IN,580.7808403051095,C0000104,17379.962283342054,16799.181443036945,M0000104,53955.02185771247,54535.80269801758,0,0
139,CASH_IN,1920.0639483151776,C0000105,35601.27271489966,33681.20876658448,M0000105,10422.408618865697,12342.472567180874,0,0
499,CASH_OUT,969.9317563359389,C0000106,87648.9283945232,86678.99663818727,M0000106,27613.688767412903,28583.620523748843,0,0
593,DEBIT,2624.713916746327,C0000107,43796.85061487193,41172.13669812561,M0000107,28338.611529258174,30963.325446004503,0,0
392,DEBIT,591.8724179723813,C0000108,56727.73713978571,56135.864721813334,M0000108,87317.73543910898,87909.60785708136,0,0
675,PAYMENT,2908.3403612393886,C0000109,17916.687483871487,15008.347122632098,M0000109,55340.127107058746,58248.467468298135,0,0
419,DEBIT,2183.7785383647383,C0000110,49284.82809843965,47101.04956007491,M0000110,60832.36208453996,63016.14062290469,0,0
289,CASH_OUT,1263.60238542633,C0000111,87362.77214002919,86099.16975460286,M0000111,36706.46906000416,37970.07144543049,0,0
379,PAYMENT,5138.6178444931165,C0000112,77346.32635180769,72207.70850731457,M0000112,6031.038402439881,11169.656246932998,0,0
490,TRANSFER,15070.65123027781,C0000113,8119.071579902159,0.0,M0000113,7524.828299677854,22595.479529955664,0,0
231,DEBIT,1160.3758079789047,C0000114,86207.22687501152,85046.8510670326,M0000114,42038.25416277608,43198.629970754984,0,0
41,DEBIT,6220.344060428804,C0000115,27382.809741992653,21162.46568156385,M0000115,17749.387840959564,23969.731901388368,0,0
28,PAYMENT,6781.365499178921,C0000116,66571.62493399673,59790.25943481781,M0000116,10426.255953439544,17207.621452618463,0,0
135,CASH_IN,3446.976303369586,C0000117,14638.290514273134,11191.314210903549,M0000117,26224.354483117928,29671.330786487513,0,0
201,DEBIT,11397.681158019552,C0000118,67464.43700858021,56066.75585056066,M0000118,74204.63606006767,85602.31721808722,0,0
33,CASH_OUT,16964.668014387626,C0000119,3570.142885716332,0.0,M0000119,7301.830439712942,24266.49845410057,0,0
48,DEBIT,2249.016793758105,C0000120,60064.470107021785,57815.45331326368,M0000120,44822.5909237846,47071.607717542705,0,0
503,TRANSFER,5263.893855413817,C0000121,64594.01707613443,59330.12322072061,M0000121,82608.71595640286,87872.60981181667,0,0
407,DEBIT,5426.693142369856,C0000122,24449.671405906414,19022.97826353656,M0000122,26792.48151405288,32219.174656422736,0,0
574,CASH_IN,2584.5163284679747,C0000123,93697.608971048,91113.09264258003,M0000123,30187.42152304125,32771.937851509225,0,0
728,DEBIT,1904.772861643951,C0000124,4597.238720047947,2692.465858403996,M0000124,88420.72786040031,90325.50072204426,0,0
99,PAYMENT,13571.161220151906,C0000125,89170.93267849389,75599.77145834199,M0000125,65000.35802637596,78571.51924652787,0,0
684,DEBIT,7802.799458541683,C0000126,38189.7487642531,30386.949305711416,M0000126,79771.20951338136,87574.00897192305,0,0
726,CASH_IN,607.814033604185,C0000127,71391.47417025059,70783.6601366464,M0000127,28920.421654383565,29528.235687987748,0,0
547,PAYMENT,638.5082167553206,C0000128,65154.84273479355,64516.33451803823,M0000128,99677.95242093597,100316.46063769129,0,0
739,CASH_OUT,12790.146755584994,C0000129,16824.62160279955,4034.4748472145566,M0000129,14089.636990997733,26879.783746582725,0,0
613,PAYMENT,424.57568741622794,C0000130,31899.927558985873,31475.351871569645,M0000130,96193.70876042853,96618.28444784477,0,0
462,TRANSFER,5830.517363027276,C0000131,52967.348091253385,47136.83072822611,M0000131,90209.91191516865,96040.42927819592,0,0
643,PAYMENT,1285.8176638768375,C0000132,84651.02703846068,83365.20937458385,M0000132,55189.4649105209,56475.28257439774,0,0
5,CASH_OUT,179.09630553609998,C0000133,95486.00759354688,95306.91128801077,M0000133,58529.64799571473,58708.74430125083,0,0
218,DEBIT,307.44944381014295,C0000134,2058.6633337241756,1751.2138899140327,M0000134,77504.78784772794,77812.23729153808,0,0
503,PAYMENT,2338.208932404001,C0000135,35255.82554710086,32917.61661469686,M0000135,30678.21061920605,33016.41955161005,0,0
398,PAYMENT,403.81895127290704,C0000136,66814.39245824626,66410.57350697336,M0000136,52746.978205451574,53150.79715672448,0,0
393,PAYMENT,4539.619160197854,C0000137,52772.94332426671,48233.32416406885,M0000137,90237.57937295047,94777.19853314832,0,0
207,PAYMENT,5210.042387425008,C0000138,94302.2115856759,89092.1691982509,M0000138,6824.903723486109,12034.946110911118,0,0
15,CASH_OUT,2337.781707358617,C0000139,1696.9434535947792,0.0,M0000139,90552.86693572195,92890.64864308057,0,0
554,CASH_IN,6791.024465190858,C0000140,43773.93986176359,36982.91539657273,M0000140,72877.79392892474,79668.8183941156,0,0
461,CASH_IN,3367.1396481050074,C0000141,66880.38478046222,63513.24513235721,M0000141,76984.48289394676,80351.62254205176,0,0
691,PAYMENT,2812.5994084511235,C0000142,21758.371386795596,18945.771978344474,M0000142,6471.810303376602,9284.409711827726,0,0
575,CASH_OUT,2612.7039691442324,C0000143,72587.13861149484,69974.4346423506,M0000143,18775.666890497712,21388.370859641946,0,0
743,CASH_OUT,2820.31005302455,C0000144,8122.86282213085,5302.5527691063,M0000144,92526.17993324083,95346.48998626537,0,0
241,PAYMENT,17192.57292796518,C0000145,45103.85294813154,27911.280020166363,M0000145,12405.144847313331,29597.71777527851,0,0
564,TRANSFER,5719.205206599722,C0000146,67623.49561907047,61904.29041247075,M0000146,63118.285557833595,68837.49076443331,0,0
96,PAYMENT,1893.2141693704236,C0000147,26675.712824048158,24782.498654677733,M0000147,78269.2549692538,80162.46913862422,0,0
734,TRANSFER,6618.661525871686,C0000148,7384.641767526279,765.9802416545936,M0000148,23128.202450457946,29746.86397632963,0,0
485,PAYMENT,2004.3836665134202,C0000149,95702.16097994428,93697.77731343087,M0000149,69879.02112847773,71883.40479499115,0,0
407,TRANSFER,671.743820248761,C0000150,91382.30287952627,90710.5590592775,M0000150,6557.651329524106,7229.395149772867,0,0
231,TRANSFER,3225.218236105676,C0000151,92636.99116117328,89411.7729250676,M0000151,49876.84030426428,53102.05854036996,0,0
655,PAYMENT,6951.991034707155,C0000152,97850.2383297728,90898.24729506564,M0000152,33443.311774969145,40395.3028096763,0,0
171,TRANSFER,2371.342843017097,C0000153,18469.805441137156,16098.462598120059,M0000153,64574.20173586955,66945.54457888665,0,0
541,DEBIT,10169.440843638671,C0000154,15777.599779244521,5608.15893560585,M0000154,88900.4846071096,99069.92545074827,0,0
36,CASH_IN,2446.5659559492046,C0000155,3421.4586207677035,974.8926648184988,M0000155,12549.091812332159,14995.657768281364,0,0
525,CASH_OUT,2152.6764684342315,C0000156,89182.27876177825,87029.60229334401,M0000156,45030.76524722278,47183.44171565701,0,0
160,TRANSFER,31723.33866081406,C0000157,75276.2841135952,43552.94545278115,M0000157,42319.38065035131,74042.71931116538,0,0
699,TRANSFER,3293.4584672447813,C0000158,63326.24111184941,60032.78264460463,M0000158,32379.523839392143,35672.98230663692,0,0
243,CASH_OUT,8179.453865671405,C0000159,92767.61591861374,84588.16205294234,M0000159,48016.67655006995,56196.130415741354,0,0
86,TRANSFER,8173.472356596992,C0000160,57507.66144924972,49334.18909265273,M0000160,88072.84778489664,96246.32014149363,0,0
578,CASH_OUT,13043.468622535836,C0000161,12973.0752725548,0.0,M0000161,97366.19337658492,110409.66199912076,0,0
682,PAYMENT,443.58262846852625,C0000162,17686.44749350079,17242.864865032265,M0000162,284.2887383850301,727.8713668535563,0,0
557,DEBIT,1581.9187754241864,C0000163,13218.39303380965,11636.474258385464,M0000163,73903.15431131261,75485.0730867368,0,0
574,DEBIT,7299.66342041888,C0000164,30765.80127230325,23466.13785188437,M0000164,61508.12003130208,68807.78345172096,0,0
646,CASH_IN,4134.552913609454,C0000165,37949.68331136138,33815.13039775193,M0000165,99451.21471863452,103585.76763224398,0,0
28,TRANSFER,4100.529018806453,C0000166,79683.90646846875,75583.3774496623,M0000166,8993.139588866961,13093.668607673415,0,0
620,CASH_IN,908.9003283551364,C0000167,19125.391144534344,18216.49081617921,M0000167,81134.6301577703,82043.53048612544,0,0
556,PAYMENT,1650.533795443861,C0000168,72536.51528437021,70885.98148892635,M0000168,93392.81794552991,95043.35174097377,0,0
340,DEBIT,3683.7619493746524,C0000169,49122.850211450765,45439.08826207611,M0000169,91211.56319228173,94895.32514165637,0,0
331,PAYMENT,1622.9846923195312,C0000170,99965.99211282728,98343.00742050775,M0000170,56057.270421781526,57680.255114101055,0,0
640,PAYMENT,1180.4018152370195,C0000171,77658.24610448691,76477.84428924989,M0000171,32755.61450167176,33936.01631690878,0,0
506,TRANSFER,459.239209832949,C0000172,96895.29886532927,96436.05965549633,M0000172,63990.38370308838,64449.62291292133,0,0
348,PAYMENT,846.3910332232914,C0000173,34235.15016353283,33388.75913030954,M0000173,30607.19952232338,31453.59055554667,0,0
473,DEBIT,7323.82637753247,C0000174,12305.019316625787,4981.192939093316,M0000174,41226.92593003997,48550.752307572446,0,0
231,CASH_IN,6343.075420181705,C0000175,50589.580514520596,44246.50509433889,M0000175,44572.49847918595,50915.57389936766,0,0
190,DEBIT,234.58643832099148,C0000176,12423.9473863474,12189.360948026408,M0000176,30195.017641459675,30429.604079780667,0,0
225,TRANSFER,1136.2855353781185,C0000177,49245.17048620648,48108.88495082836,M0000177,34182.73647440245,35319.02200978057,0,0
385,DEBIT,4110.079834323798,C0000178,26994.10261753804,22884.02278321424,M0000178,731.3118967184562,4841.391731042255,0,0
377,CASH_OUT,1947.6722200741972,C0000179,49104.72124280867,47157.04902273447,M0000179,29707.886376164795,31655.558596238992,0,0
283,CASH_IN,8665.083631422667,C0000180,94963.62036219658,86298.53673077392,M0000180,47230.537416000836,55895.621047423505,0,0
633,CASH_OUT,7685.337601435458,C0000181,28903.40642234972,21218.06882091426,M0000181,17300.73702173607,24986.074623171527,0,0
628,CASH_OUT,11108.739257143621,C0000182,99343.40493695611,88234.66567981249,M0000182,80558.45768530015,91667.19694244377,0,0
259,TRANSFER,4138.323656451324,C0000183,22932.94694040855,18794.623283957226,M0000183,53763.70221285753,57902.025869308854,0,0
359,PAYMENT,2169.9130699602324,C0000184,20810.83789970334,18640.924829743108,M0000184,79388.06681794826,81557.9798879085,0,0
710,CASH_OUT,4657.84293341048,C0000185,54478.85229991892,49821.00936650844,M0000185,12810.343237139132,17468.186170549612,0,0
456,DEBIT,466.8121281481921,C0000186,84204.49383160855,83737.68170346036,M0000186,82051.12577586214,82517.93790401032,0,0
411,PAYMENT,48.16129681075342,C0000187,74950.35191817427,74902.19062136352,M0000187,95826.29271861367,95874.45401542442,0,0
649,DEBIT,86.20650408975972,C0000188,72353.69352959651,72267.48702550675,M0000188,35245.398603659516,35331.605107749274,0,0
318,DEBIT,2617.384388430733,C0000189,28263.294115213088,25645.909726782356,M0000189,28395.240446757143,31012.624835187875,0,0
677,PAYMENT,1294.3562225253763,C0000190,2251.6776070323763,957.321384507,M0000190,64683.15428371445,65977.51050623982,0,0
225,PAYMENT,855.9450062097706,C0000191,16174.82901442524,15318.88400821547,M0000191,63591.41105424049,64447.356060450256,0,0
234,DEBIT,4776.795486200966,C0000192,34947.330113917254,30170.53462771629,M0000192,11246.803890421465,16023.599376622431,0,0
684,TRANSFER,26587.544368525647,C0000193,97168.37505702006,70580.83068849442,M0000193,92675.87847007852,119263.42283860417,0,0
664,CASH_IN,978.5734503904984,C0000194,91977.74579738795,90999.17234699745,M0000194,47905.615537115984,48884.18898750648,0,0
374,CASH_IN,3952.933795981243,C0000195,20064.458726609922,16111.524930628679,M0000195,76441.6414690595,80394.57526504074,0,0
672,TRANSFER,637.6188812875115,C0000196,72562.24779846957,71924.62891718207,M0000196,35931.76761835695,36569.38649964446,0,0
608,PAYMENT,13608.447048747099,C0000197,57901.68569033815,44293.23864159105,M0000197,26153.66419557754,39762.11124432464,0,0
472,DEBIT,1724.8271898110986,C0000198,4984.265008772626,3259.4378189615272,M0000198,11127.189608580224,12852.016798391322,0,0
233,CASH_IN,10532.617654570504,C0000199,37170.56112985897,26637.94347528847,M0000199,27451.871476296063,37984.48913086657,0,0
692,DEBIT,1663.9302694945522,C0000200,48607.374036590256,46943.443767095705,M0000200,99343.11455262963,101007.04482212418,0,0
113,TRANSFER,8200.838364706833,C0000201,66757.41233501019,58556.573970303354,M0000201,65796.01838833137,73996.85675303821,0,0
497,DEBIT,1174.6975889036896,C0000202,29490.51160144435,28315.814012540657,M0000202,80278.23300425694,81452.93059316062,0,0
442,TRANSFER,1732.1341086020034,C0000203,93381.86290544822,91649.72879684622,M0000203,95850.91285534838,97583.04696395037,0,0
564,PAYMENT,1068.9085855529004,C0000204,45187.905670366956,44118.99708481406,M0000204,7899.135179591732,8968.043765144632,0,0
268,TRANSFER,1534.3915875518405,C0000205,24852.96241169651,23318.57082414467,M0000205,16469.44257349936,18003.8341610512,0,0
510,TRANSFER,9004.98265918699,C0000206,31642.808724724768,22637.826065537778,M0000206,92796.56919942847,101801.55185861546,0,0
386,CASH_IN,5094.836728031801,C0000207,75188.54286189642,70093.70613386462,M0000207,56455.36816599477,61550.20489402657,0,0
387,DEBIT,2603.367012102379,C0000208,64028.536757456335,61425.16974535395,M0000208,63484.92054058439,66088.28755268677,0,0
113,CASH_IN,17792.946281833083,C0000209,74217.802144578,56424.855862744924,M0000209,42763.4282386395,60556.374520472586,0,0
613,CASH_OUT,3126.1486889053817,C0000210,29234.18253208998,26108.0338431846,M0000210,81442.87347895309,84569.02216785846,0,0
625,TRANSFER,17492.94388618224,C0000211,32684.861850354442,15191.917964172204,M0000211,51724.4215170084,69217.36540319063,0,0
81,CASH_OUT,1094.4314000301592,C0000212,39671.911655078504,38577.480255048344,M0000212,82612.945831933,83707.37723196315,0,0
699,CASH_IN,11750.397908103221,C0000213,18859.2998495004,7108.901941397178,M0000213,99218.66035790415,110969.05826600737,0,0
113,DEBIT,69.59310123666114,C0000214,69104.45449362481,69034.86139238815,M0000214,64672.67842697623,64742.27152821289,0,0
2,CASH_IN,3940.6223049304194,C0000215,32934.951407784865,28994.329102854444,M0000215,52881.35838346976,56821.980688400174,0,0
642,DEBIT,2750.019106312838,C0000216,32623.62241419413,29873.603307881294,M0000216,36515.78542652266,39265.8045328355,0,0
220,DEBIT,3723.12714943176,C0000217,26936.49698871399,23213.36983928223,M0000217,19469.64424786476,23192.771397296518,0,0
566,PAYMENT,4030.961648149962,C0000218,45282.780470142534,41251.81882199257,M0000218,65665.77875555714,69696.74040370711,0,0
